funcion,tipo_cruza,dim,tam_pob,generaciones,repeticion,semilla,mejor_final,peor_final,promedio_final,tiempo_total_seg
rosenbrock,sbx,10,100,1000,19,61,6.299442617261411,74.73892791536406,21.654039713428375,1.9454162309998537
sphere,un_punto,10,100,1000,20,62,1.0402326234371845e-06,1.7788197322052264,0.34503399479046976,1.1142669340001703
sphere,uniforme,10,100,1000,20,62,1.1998408618679104e-06,1.6613794742791135,0.30776571352363546,1.414183881000099
sphere,blx,10,100,1000,20,62,1.9514658276336797e-10,1.4647968547372006,0.4127476536513033,1.3841380940002637
sphere,sbx,10,100,1000,20,62,2.6955203826691026e-07,1.4138202571079184,0.3036663842639383,1.3707619219999287
rastrigin,un_punto,10,100,1000,20,62,0.000729361359219638,40.301501432414405,10.494602579057267,1.7066108220001297
rastrigin,uniforme,10,100,1000,20,62,0.00043309174608907597,41.119354342041085,9.022607572888978,1.6586234679998597
rastrigin,blx,10,100,1000,20,62,7.774616506139864e-10,57.34871048109166,11.64238836050792,1.316731816000356
rastrigin,sbx,10,100,1000,20,62,0.00025876813631953155,50.22190066315117,11.008185035321063,1.385795851000239
rosenbrock,un_punto,10,100,1000,20,62,6.677692233899393,79.17568676176279,23.932150349423193,1.145317250000062
rosenbrock,uniforme,10,100,1000,20,62,1.2180257126345557,143.83411345855706,21.123488820334615,1.3467634260000523
rosenbrock,blx,10,100,1000,20,62,8.045813865210516,75.22076529964676,30.199841611368914,1.3219834040000933
rosenbrock,sbx,10,100,1000,20,62,6.109423076886702,139.970283699877,25.58016088886219,1.350343917000373
sphere,un_punto,10,100,1000,21,63,1.4721617279773862e-07,1.8835996258042245,0.3337707829715963,0.745960273000037
sphere,uniforme,10,100,1000,21,63,4.4451714340395835e-07,1.8072353703287225,0.32809628536811325,0.9486048580001807
sphere,blx,10,100,1000,21,63,5.622489398651828e-10,1.4652069513194825,0.3304138233430298,0.9229988910001339
sphere,sbx,10,100,1000,21,63,3.188613246831194e-07,1.487410681136972,0.3282309858967093,0.9149800459999824
rastrigin,un_punto,10,100,1000,21,63,0.00011795793399471677,58.576091263543574,12.054373496759736,1.1397923730000912
rastrigin,uniforme,10,100,1000,21,63,0.00041885313714828953,39.370271556661464,10.66044375007486,1.3472597889999633
rastrigin,blx,10,100,1000,21,63,1.8889068087446503e-10,39.734501654834844,8.840414206215076,1.3158822659997895
rastrigin,sbx,10,100,1000,21,63,5.9986975557535516e-05,54.12665200001342,9.814750251014646,1.3037649159996363
rosenbrock,un_punto,10,100,1000,21,63,5.140439113564029,84.80939381417171,20.438511175780967,1.1465240409997932
rosenbrock,uniforme,10,100,1000,21,63,4.995760321613589,92.17023157748343,24.534803083471015,1.8695486639999217
rosenbrock,blx,10,100,1000,21,63,6.815895371118689,76.97015523664368,26.76093772079982,1.9712239000000409
rosenbrock,sbx,10,100,1000,21,63,6.212718905428458,79.92124223251781,19.626283644399788,1.9644108669999696
sphere,un_punto,10,100,1000,22,64,3.4137701252448414e-06,1.8125742625244339,0.2804839201301527,1.118443662000118
sphere,uniforme,10,100,1000,22,64,1.8791555565426555e-06,1.919303775261189,0.30890624688664314,1.4156030590002047
sphere,blx,10,100,1000,22,64,3.747627978064399e-10,1.453145501233978,0.280598944222062,1.3960105099999964
sphere,sbx,10,100,1000,22,64,5.6883261934053824e-08,1.435068483624539,0.32500274008107105,1.3639477030001217
rastrigin,un_punto,10,100,1000,22,64,0.00037947582528374824,41.26808980923422,8.871605316191927,1.7179756999998972
rastrigin,uniforme,10,100,1000,22,64,0.0005145922292939531,44.59969596412072,8.251148001224346,1.9971130730000368
rastrigin,blx,10,100,1000,22,64,7.978542271303013e-10,34.987989387014466,9.27391522824901,1.9766292089998387
rastrigin,sbx,10,100,1000,22,64,6.826611894439338e-06,43.81790665999253,11.186652244421069,1.9287199370000963
rosenbrock,un_punto,10,100,1000,22,64,5.439650761153419,81.6908133231408,22.544056511571025,1.7128118340001492
rosenbrock,uniforme,10,100,1000,22,64,6.335798941147441,145.86893230374335,25.94183974498712,2.0211300779997146
rosenbrock,blx,10,100,1000,22,64,7.284151183258359,95.61117294685731,28.60344346589824,1.969755203999739
rosenbrock,sbx,10,100,1000,22,64,0.011595625076404562,124.20941533594213,21.429337711190463,1.9689086569997016
sphere,un_punto,10,100,1000,23,65,3.1361199550607712e-06,1.6482979357320957,0.3100676980500582,1.1252288969999427
sphere,uniforme,10,100,1000,23,65,6.371600065672247e-07,1.7592829151568055,0.36732840009617584,1.4330456089996915
sphere,blx,10,100,1000,23,65,3.439661160492566e-10,1.503131630209706,0.2772263180372777,1.3994997879999573
sphere,sbx,10,100,1000,23,65,3.0663653894192524e-07,1.8572556045796016,0.30600085347716627,1.3696070940000027
rastrigin,un_punto,10,100,1000,23,65,0.0005016085409863535,54.5475119200655,7.739095477230636,1.698642333999942
rastrigin,uniforme,10,100,1000,23,65,0.00030287012481267084,46.533421448580015,10.909461264337585,2.051325813999938
rastrigin,blx,10,100,1000,23,65,6.82106815474981e-10,38.72603522351379,8.94314634583781,1.9881861509998089
rastrigin,sbx,10,100,1000,23,65,0.000275958925342934,49.42181631820986,10.867170218419933,1.9548105329999999
rosenbrock,un_punto,10,100,1000,23,65,6.617145616778459,81.0865445104087,26.130498788315826,1.7149801309997201
rosenbrock,uniforme,10,100,1000,23,65,5.193025606587213,80.76344148820134,21.667238660564976,2.0142935079998097
rosenbrock,blx,10,100,1000,23,65,6.507806213607657,204.71717714571912,28.642328601325648,1.984657203000097
rosenbrock,sbx,10,100,1000,23,65,6.587520773072105,78.05870638611692,17.8880248466602,1.9547593399997822
sphere,un_punto,10,100,1000,24,66,4.00923835904827e-06,1.5286969937314854,0.36007278327668096,1.1214999919998263
sphere,uniforme,10,100,1000,24,66,1.6863120323218082e-06,1.1908422929584535,0.269782165992524,1.4214466220000759
sphere,blx,10,100,1000,24,66,3.908657386505178e-10,1.116092951924169,0.2972720491752298,1.3900485650001428
sphere,sbx,10,100,1000,24,66,3.907835914015635e-07,2.105890631895607,0.2420502722520469,1.3618088090001947
rastrigin,un_punto,10,100,1000,24,66,0.0006482562846485962,49.70414733052657,9.545613152444147,1.6984027769999557
rastrigin,uniforme,10,100,1000,24,66,0.00020835345623027024,34.250136525648216,7.988345104583946,2.0211621349999405
rastrigin,blx,10,100,1000,24,66,6.257039331103442e-11,41.64236852184423,9.31537964678474,1.961387711000043
rastrigin,sbx,10,100,1000,24,66,0.00010554294655662488,44.81699055341814,11.18628066544277,1.9403339400000732
rosenbrock,un_punto,10,100,1000,24,66,3.0363325032524804,124.107204560858,21.794836175476732,1.7118678570000156
rosenbrock,uniforme,10,100,1000,24,66,4.361841581134336,82.88238255700591,19.49839488261418,2.028799505000279
rosenbrock,blx,10,100,1000,24,66,7.3235898302587366,79.97151756106365,27.2973856772765,1.9879322070000853
rosenbrock,sbx,10,100,1000,24,66,0.3874331002599925,129.81589101811966,17.827935293000653,1.9618609570002263
sphere,un_punto,10,100,1000,25,67,2.0175826123187893e-06,1.7411984079795255,0.33071375577877143,1.1160920299998907
sphere,uniforme,10,100,1000,25,67,1.8663319549183136e-06,1.7327061785304358,0.3478888293547677,1.41646092100018
sphere,blx,10,100,1000,25,67,2.4887256271275693e-10,1.3185850826262657,0.23213959570190618,1.3957584519998818
sphere,sbx,10,100,1000,25,67,3.743975894788817e-08,1.9513761734443444,0.29247025594018217,1.348959799000113
rastrigin,un_punto,10,100,1000,25,67,0.0004496728730742916,40.58887847015069,9.059217560761942,1.6970086020000963
rastrigin,uniforme,10,100,1000,25,67,0.0004467826665290886,44.050773308595595,8.5168864334333,2.008545488999971
rastrigin,blx,10,100,1000,25,67,1.3035901247349102e-09,39.913144572596394,7.617019939240099,1.9550009210001917
rastrigin,sbx,10,100,1000,25,67,8.186938978838043e-05,37.4330503992781,9.175408153224895,1.9678981900001418
rosenbrock,un_punto,10,100,1000,25,67,5.998442268018836,85.6869903199318,22.212402772337473,1.7092865880003956
rosenbrock,uniforme,10,100,1000,25,67,9.499457003753133,59.985186525284675,26.48248456023387,2.001848882000104
rosenbrock,blx,10,100,1000,25,67,5.340678071495011,161.1087281774644,29.620287977348422,1.9811499749998802
rosenbrock,sbx,10,100,1000,25,67,0.1381774925887037,163.8051644762374,26.392386885180695,1.9626784510001016
sphere,un_punto,10,100,1000,26,68,6.803485415652525e-07,1.6487743176007463,0.38315651694449476,1.1148471759997847
sphere,uniforme,10,100,1000,26,68,7.388203847869752e-07,1.6868934592826461,0.34362477889682624,1.415477692999957
sphere,blx,10,100,1000,26,68,1.0978807343965073e-10,1.8581747086870246,0.3184391396672197,1.3849762610002472
sphere,sbx,10,100,1000,26,68,3.345842726702647e-07,1.46418491072527,0.3405432418569523,1.3637749149997944
rastrigin,un_punto,10,100,1000,26,68,0.000263628161349061,41.57317527760411,7.822522171753628,1.6951059820003138
rastrigin,uniforme,10,100,1000,26,68,0.00037969737837784123,63.044043309860704,11.244776371374975,2.005778858999747
rastrigin,blx,10,100,1000,26,68,4.757652050102479e-10,39.75131643187984,8.597164876715109,1.4314926840002045
rastrigin,sbx,10,100,1000,26,68,0.00012262200223744912,40.47791898142074,8.1723156158476,1.317834472999948
rosenbrock,un_punto,10,100,1000,26,68,6.408376104170775,116.44056670644274,26.664389059426036,1.148568439000428
rosenbrock,uniforme,10,100,1000,26,68,6.124397060512357,77.93593937697601,20.35140930067058,1.3491948159999083
rosenbrock,blx,10,100,1000,26,68,6.921038083146078,97.52277419356386,27.305250390310945,1.3251132790001066
rosenbrock,sbx,10,100,1000,26,68,5.190775421081128,91.35618083105237,20.19539197101083,1.3060598360002587
sphere,un_punto,10,100,1000,27,69,2.260331340572779e-06,1.404817931300242,0.3172026827715855,0.7487340249999761
sphere,uniforme,10,100,1000,27,69,1.055835935576924e-06,1.4692790867522074,0.31429994027882385,0.9472679519999474
sphere,blx,10,100,1000,27,69,3.664111347935702e-10,1.7817009331840166,0.351978860111906,0.9221549970002343
sphere,sbx,10,100,1000,27,69,1.1884478294527536e-06,1.8527760276569754,0.3774434974322626,0.9122220780000134
rastrigin,un_punto,10,100,1000,27,69,0.0011045524519914807,43.14692490379191,9.798083548529506,1.1375118409996503
rastrigin,uniforme,10,100,1000,27,69,0.00041886628719112196,38.686052507072645,8.903320368425693,1.347943048000161
rastrigin,blx,10,100,1000,27,69,4.008740006611333e-10,42.78510828757063,9.587387978185731,1.3143506430001253
rastrigin,sbx,10,100,1000,27,69,6.746592593742662e-05,42.297921525892576,10.23713094143361,1.2918443090002256
rosenbrock,un_punto,10,100,1000,27,69,5.6650417122704395,78.41866398865481,23.32800649420956,1.1363399019996905
rosenbrock,uniforme,10,100,1000,27,69,8.933964790074668,95.11700706979228,27.77200229365264,1.3451894099998754
rosenbrock,blx,10,100,1000,27,69,6.434122145370719,124.07274148106244,33.665746695929954,1.3204076419997364
rosenbrock,sbx,10,100,1000,27,69,5.375947332832424,59.24838046143555,19.796770993763023,1.30587727000011
sphere,un_punto,10,100,1000,28,70,2.5708338493128477e-06,1.5633994106305267,0.38439232131793966,0.7644771929999479
sphere,uniforme,10,100,1000,28,70,1.9651814448005273e-06,2.279129917921318,0.3914856028233158,0.9465234429999327
sphere,blx,10,100,1000,28,70,3.872324761016434e-10,1.7595342897127584,0.3061861561371205,0.9242707729999893
sphere,sbx,10,100,1000,28,70,5.232267940471718e-07,1.5247138592723877,0.41705660622366303,0.9132184349996351
rastrigin,un_punto,10,100,1000,28,70,0.0002152204134091562,33.04575945973157,7.8150400054522855,1.1343804999996792
rastrigin,uniforme,10,100,1000,28,70,0.0005267114493250347,46.35459392303933,10.005647841260986,1.3417647349997424
rastrigin,blx,10,100,1000,28,70,1.2527721082733478e-09,44.30238944593714,8.546732953135812,1.325220764000278
rastrigin,sbx,10,100,1000,28,70,0.00012063974975262681,53.02368599317137,11.309109299462284,1.2991746569996394
rosenbrock,un_punto,10,100,1000,28,70,6.499206701504038,139.15554167650595,27.429068842897564,1.140828749999855
rosenbrock,uniforme,10,100,1000,28,70,6.589377425206091,83.1870195162273,24.763669861981594,1.3703549560000283
rosenbrock,blx,10,100,1000,28,70,6.977321611257633,77.59340619921143,22.551470946596606,1.3308418129995516
rosenbrock,sbx,10,100,1000,28,70,6.073537167689547,65.68281678904805,20.51240822649186,1.3174216409997825
sphere,un_punto,10,100,1000,29,71,2.2323875006291028e-06,1.4515737660790873,0.3896202306998453,0.7573622360000627
sphere,uniforme,10,100,1000,29,71,2.244459242006342e-06,1.676384649087076,0.37750520345209876,0.9434500699999262
sphere,blx,10,100,1000,29,71,3.4912995604821984e-10,2.1346241635595216,0.3187756529202953,0.9218863859996418
sphere,sbx,10,100,1000,29,71,5.802675699930523e-08,1.7707578483497854,0.4143125870994022,0.9070669410002665
rastrigin,un_punto,10,100,1000,29,71,0.00016884210231182806,44.73757403656368,11.76754658703207,1.6144121620000078
rastrigin,uniforme,10,100,1000,29,71,0.0005088281683924833,54.18166599418967,11.936204398373606,1.4643322679999073
rastrigin,blx,10,100,1000,29,71,5.187530405237339e-10,36.411802528433554,9.759793126322172,1.324036951999915
rastrigin,sbx,10,100,1000,29,71,0.000136561740163188,40.45782527257056,10.22062584853835,1.3156402650001837
rosenbrock,un_punto,10,100,1000,29,71,6.614965178048049,80.2723398815125,21.416190219142692,1.1386747010001272
rosenbrock,uniforme,10,100,1000,29,71,6.8584848234777045,92.21257445641771,24.34055004032799,1.3416536159998032
rosenbrock,blx,10,100,1000,29,71,6.804342582347186,111.62078812504718,30.78979430388308,1.322806765000223
rosenbrock,sbx,10,100,1000,29,71,6.271148953180415,61.75047368351953,20.252247920611072,1.3093770240002414
