funcion,tipo_cruza,dim,tam_pob,generaciones,repeticion,semilla,mejor_final,peor_final,promedio_final,tiempo_total_seg,diversidad
rastrigin,blx,10,100,1000,16,58,1.414377948094625e-09,42.04420199894287,10.90541792226516,1.5581849260015588,0.1876395686969903
rastrigin,sbx,10,100,1000,16,58,2.904575336515336e-05,38.08772834270454,8.961408307410556,1.5225592289989436,0.18062350184264886
rosenbrock,un_punto,10,100,1000,16,58,6.458331522098275,67.69525676661122,23.984594159126864,1.32903393199922,0.11223446288891173
rosenbrock,uniforme,10,100,1000,16,58,6.624035895026361,64.36680186648444,19.238180904358117,1.4987406929994904,0.10041054457109666
rosenbrock,blx,10,100,1000,16,58,5.645029758503307,131.84003064497963,28.662452821037327,1.5047349270007544,0.11493585879479692
rosenbrock,sbx,10,100,1000,16,58,6.389491995179535,60.89061436678356,18.159952795165804,1.4888365789993259,0.09585672338044172
sphere,un_punto,10,100,1000,17,59,3.009270018565991e-06,1.6867086999256424,0.4244360105805785,0.8985448670009646,0.1982203155845615
sphere,uniforme,10,100,1000,17,59,1.3246584235901328e-06,2.0654341223940773,0.40867673479989797,1.1058761940003023,0.197663283357711
sphere,blx,10,100,1000,17,59,4.0951888465953033e-10,1.772291971891979,0.25021910291288096,1.1186789469993528,0.15235220223349297
sphere,sbx,10,100,1000,17,59,1.1047583474385346e-07,2.2929320287135337,0.4184811378570068,1.1105479760008166,0.19812709630879582
rastrigin,un_punto,10,100,1000,17,59,0.0005477167362641921,46.985310264674574,11.698929746511176,1.2766766759996244,0.20054947624438407
rastrigin,uniforme,10,100,1000,17,59,2.045234259639983e-05,40.756573695730864,11.64810861377793,1.5002929239999503,0.20039485801045873
rastrigin,blx,10,100,1000,17,59,9.222702601618948e-10,44.7286236466555,8.566674419657575,1.530382199000087,0.15461228467908722
rastrigin,sbx,10,100,1000,17,59,4.848616907793257e-05,51.53581868729732,10.980272892919675,1.5159275490004802,0.1972220156414667
